,name,built_date,price_min,price_max,plan_min,plan_max,area_min,are_max,address1,address2,line,station,walk_minutes
551,ディアナコート茗荷谷翠景,2017/11,100000000,100000000,2LDK+S,2LDK+S,78.28,78.28,文京区,大塚３,東京メトロ丸ノ内線,茗荷谷,7
552,ディアナコート浜田山,2017/11,100000000,100000000,3LDK,3LDK,81.15,81.15,杉並区,浜田山４,京王井の頭線,浜田山,10
553,オープンレジデンシア代々木,2018/9,100000000,100000000,3LDK,3LDK,68.44,68.44,渋谷区,代々木１,ＪＲ山手線,代々木,3
554,オープンレジデンシア本郷菊坂,2018/6末,100000000,100000000,3LDK,3LDK,86.88,86.88,文京区,本郷５,東京メトロ丸ノ内線,本郷三丁目,6
555,プレミスト白金台,2017/11,100000000,200000000,2LDK,2LDK,75.24,90.24,港区,白金台３,東京メトロ南北線,白金台,1
556,ロイヤルシーズン赤坂,2018/1,100000000,200000000,1LDK,3LDK,70.49,100.22,港区,赤坂８,東京メトロ銀座線,青山一丁目,5
557,ONE AVENUE 一番町文人通り,2018/8末,200000000,200000000,3LDK,3LDK,94.68,94.68,千代田区,一番町,東京メトロ半蔵門線,半蔵門,5
558,ジオグランデ元麻布,2018/3,200000000,200000000,2LDK,2LDK,94.0,94.0,港区,元麻布３,東京メトロ日比谷線,六本木,9
559,THE SANMAISON 表参道,2018/3,200000000,200000000,3LDK,3LDK,118.49,118.49,渋谷区,神宮前４,東京メトロ銀座線,表参道,5
560,カサーレ小平,2017/11,39500000,39500000,3LDK,3LDK,65.1,65.1,小平市,美園町２,西武新宿線,小平,8
561,エルパティオ両国,2017/11,39800000,39800000,1LDK,1LDK,40.56,40.56,墨田区,両国１,都営大江戸線,両国,10
562,カサーレ小平,2017/11,40400000,40400000,3LDK,3LDK,67.89,67.89,小平市,美園町２,西武新宿線,小平,8
563,カサーレ小平,2017/11,42600000,42600000,3LDK,3LDK,71.72,71.72,小平市,美園町２,西武新宿線,小平,8
564,カサーレ小平,2017/11,42700000,42700000,3LDK,3LDK,68.31,68.31,小平市,美園町２,西武新宿線,小平,8
565,カサーレ小平,2017/11,43300000,43300000,3LDK,3LDK,68.31,68.31,小平市,美園町２,西武新宿線,小平,8
566,カサーレ小平,2017/11,44700000,44700000,3LDK,3LDK,71.5,71.5,小平市,美園町２,西武新宿線,小平,8
567,カサーレ小平,2017/11,45600000,45600000,3LDK,3LDK,70.15,70.15,小平市,美園町２,西武新宿線,小平,8
568,カサーレ小平,2017/11,46000000,46000000,3LDK,3LDK,74.1,74.1,小平市,美園町２,西武新宿線,小平,8
569,カサーレ小平,2017/11,46200000,46200000,3LDK,3LDK,70.15,70.15,小平市,美園町２,西武新宿線,小平,8
570,ザ・パークハウス西新宿タワー６０,2017/11,48000000,48000000,1DK,1DK,35.66,35.66,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
571,カサーレ小平,2017/11,48500000,48500000,4LDK,4LDK,80.58,80.58,小平市,美園町２,西武新宿線,小平,8
572,ジーベック錦糸北斎通り,2017/11,48800000,48800000,1LDK,1LDK,51.16,51.16,墨田区,亀沢４,ＪＲ総武線,錦糸町,9
573,アビダス西国分寺,2017/11,49980000,49980000,3LDK,3LDK,71.3,71.3,国分寺市,西恋ヶ窪４,ＪＲ中央線,西国分寺,9
574,アビダス西国分寺,2017/11,49980000,49980000,3LDK,3LDK,71.3,71.3,国分寺市,西恋ヶ窪４,ＪＲ中央線,西国分寺,9
575,プラウド府中セントラル,2018/3,50800000,50800000,2LDK,2LDK,53.77,53.77,府中市,府中町２,京王線,府中,3
576,シティハウス中目黒テラス,2017/11,53800000,53800000,1LDK,1LDK,38.9,38.9,目黒区,中目黒４,東急東横線,中目黒,14
577,サンウッド東日本橋フラッツ,2017/11,54800000,54800000,1LDK,1LDK,40.0,40.0,中央区,日本橋横山町,ＪＲ総武線快速,馬喰町,1
578,パークシティ中央湊　ザ　タワー,2018/3,56800000,56800000,1LDK,1LDK,48.12,48.12,中央区,湊２,東京メトロ日比谷線,八丁堀,6
579,シティテラス小金井公園,2018/4,56980000,56980000,4LDK,4LDK,80.13,80.13,小平市,花小金井南町１,ＪＲ中央線,武蔵小金井,34
580,ザ・パークハウス西新宿タワー６０,2017/11,62000000,62000000,1LDK,1LDK,47.48,47.48,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
581,ブリリア　ザタワー東京　八重洲アヴェニュー,2017/11,64800000,64800000,1LDK,1LDK,43.89,43.89,中央区,新川２,東京メトロ日比谷線,八丁堀,4
582,ブリリア　ザタワー東京　八重洲アベニュー,2017/11,64800000,64800000,1LDK,1LDK,43.89,43.89,中央区,新川２,東京メトロ日比谷線,八丁堀,4
583,シティハウス森下ステーションコート,2017/11,67500000,67500000,2LDK+S,2LDK+S,67.61,67.61,江東区,新大橋２,都営新宿線,森下,4
584,ザ・パークハウス西新宿タワー６０,2017/11,69800000,69800000,2LDK,2LDK,57.47,57.47,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
585,ブリリアタワーズ目黒　サウスレジデンス,2018/1,71800000,71800000,1ワンルーム,1ワンルーム,34.86,34.86,品川区,上大崎３,ＪＲ山手線,目黒,2
586,プラウド桜新町,2017/11,72800000,72800000,3LDK,3LDK,74.46,74.46,世田谷区,弦巻５,東急田園都市線,桜新町,10
587,ザ・パークハウス西新宿タワー６０,2017/11,73800000,73800000,2LDK,2LDK,59.51,59.51,新宿区,西新宿５,東京メトロ丸ノ内線,西新宿,9
588,オープンレジデンシア日本橋馬喰町,2018/3,74500000,74500000,2LDK,2LDK,60.79,60.79,中央区,日本橋馬喰町１,ＪＲ総武線快速,馬喰町,1
589,ザ・パークハウス西新宿タワー６０,2017/11,75000000,75000000,2LDK,2LDK,56.39,56.39,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
590,アトラス押上,2017/11,75000000,75000000,3LDK,3LDK,68.32,68.32,墨田区,向島３,東京メトロ半蔵門線,押上,9
591,ザ・パークハウス西新宿タワー６０,2017/11,78000000,78000000,1LDK,1LDK,49.11,49.11,新宿区,西新宿５,東京メトロ丸ノ内線,西新宿,9
592,ザ・パークハウス西新宿タワー６０,2017/11,79000000,79000000,2LDK,2LDK,59.51,59.51,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
593,ザ・パークハウス西新宿タワー６０,2017/11,79800000,79800000,2LDK,2LDK,59.51,59.51,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
594,シティタワー国分寺ザ・ツイン,2018/4,83500000,83500000,3LDK,3LDK,71.21,71.21,国分寺市,本町３,ＪＲ中央線,国分寺,1
595,パークシティ中央湊ザタワー,2017/11,83800000,83800000,2LDK,2LDK,61.97,61.97,中央区,湊２,東京メトロ日比谷線,八丁堀,6
596,ザ・パークハウス西新宿タワー６０,2017/11,86800000,86800000,2LDK,2LDK,59.51,59.51,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
597,ブリリアタワーズ目黒　サウスレジデンス,2018/3,92000000,92000000,1LDK,1LDK,48.78,48.78,品川区,上大崎３,ＪＲ山手線,目黒,2
598,Ｂｒｉｌｌｉａ　ＴＨＥ　ＴＯＷＥＲ　ＴＯＫＹＯ　ＹＡＥＳＵＡＶＥ,2017/11,93500000,93500000,2LDK,2LDK,68.79,68.79,中央区,新川２,ＪＲ山手線,東京,16
599,ブリリアタワーズ目黒サウスレジデンス,2018/3,94800000,94800000,1LDK,1LDK,48.78,48.78,品川区,上大崎３,ＪＲ山手線,目黒,2
600,ブリリアタワーズ目黒　ノースレジデンス,2018/3,94800000,94800000,1LDK,1LDK,49.87,49.87,品川区,上大崎３,ＪＲ山手線,目黒,1
601,Ｂｒｉｌｌｉａ　ＴＨＥ　ＴＯＷＥＲ　ＴＯＫＹＯ　ＹＡＥＳＵＡＶＥ,2017/11,98500000,98500000,3LDK,3LDK,73.3,73.3,中央区,新川２,ＪＲ山手線,東京,16
602,ザ・パークハウス西新宿タワー６０,2017/11,99500000,99500000,3LDK,3LDK,72.95,72.95,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
603,ザ・パークハウス西新宿タワー６０,2017/11,99800000,99800000,3LDK,3LDK,87.37,87.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
604,Ｂｒｉｌｌｉａ　ＴＨＥ　ＴＯＷＥＲ　ＴＯＫＹＯ　ＹＡＥＳＵＡＶＥ,2017/11,99800000,99800000,3LDK,3LDK,75.06,75.06,中央区,新川２,ＪＲ山手線,東京,16
605,ザ・パークハウス西新宿タワー６０,2017/11,99900000,99900000,3LDK,3LDK,81.5,81.5,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
606,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,77.93,77.93,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
607,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,81.5,81.5,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
608,ＢｒｉｌｌｉａＴｏｗｅｒｓ目黒　ノースレジデンス,2018/2,100000000,100000000,2LDK,2LDK,54.42,54.42,品川区,上大崎３,ＪＲ山手線,目黒,1
609,ブリリアタワーズ目黒ノースレジデンス,2018/3,100000000,100000000,1LDK+S,1LDK+S,54.42,54.42,品川区,上大崎３,ＪＲ山手線,目黒,1
610,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,2LDK,2LDK,70.01,70.01,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
611,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK+S,3LDK+S,83.37,83.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
612,ザ・パークハウス西新宿タワー６０,2018/3,100000000,100000000,3LDK,3LDK,83.37,83.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,7
613,ザ・パークハウス西新宿タワー６０,2018/4,100000000,100000000,3LDK,3LDK,83.37,83.37,新宿区,西新宿５,都営大江戸線,西新宿五丁目,8
614,ザ・パークハウス新宿御苑,2017/12,100000000,100000000,3LDK,3LDK,75.66,75.66,新宿区,新宿２,東京メトロ丸ノ内線,新宿御苑前,1
615,ザ・パークハウス西新宿タワー６０,2017/11,100000000,100000000,3LDK,3LDK,89.86,89.86,新宿区,西新宿５,東京メトロ丸ノ内線,西新宿,9
